,budget_str,currency,currency_iso,budget,budget_USD
135,"$150,000,000",$,USD,150000000.0,150000000.0
136,"$150,000,000",$,USD,150000000.0,150000000.0
137,"$180,000,000",$,USD,180000000.0,180000000.0
138,"$150,000,000",$,USD,150000000.0,150000000.0
139,"$150,000,000",$,USD,150000000.0,150000000.0
140,"$150,000,000",$,USD,150000000.0,150000000.0
141,"$150,000,000",$,USD,150000000.0,150000000.0
142,"$150,000,000",$,USD,150000000.0,150000000.0
143,"$150,000,000",$,USD,150000000.0,150000000.0
144,"$149,000,000",$,USD,149000000.0,149000000.0
145,"$150,000,000",$,USD,150000000.0,150000000.0
146,"$145,000,000",$,USD,145000000.0,145000000.0
147,"$175,000,000",$,USD,175000000.0,175000000.0
148,"$145,000,000",$,USD,145000000.0,145000000.0
149,"$142,000,000",$,USD,142000000.0,142000000.0
150,"$144,000,000",$,USD,144000000.0,144000000.0
151,"$140,000,000",$,USD,140000000.0,140000000.0
152,"$140,000,000",$,USD,140000000.0,140000000.0
153,"$150,000,000",$,USD,150000000.0,150000000.0
154,"$145,000,000",$,USD,145000000.0,145000000.0
155,"$145,000,000",$,USD,145000000.0,145000000.0
156,"$145,000,000",$,USD,145000000.0,145000000.0
157,"$100,000,000",$,USD,100000000.0,100000000.0
158,"$140,000,000",$,USD,140000000.0,140000000.0
159,"$140,000,000",$,USD,140000000.0,140000000.0
160,"$150,000,000",$,USD,150000000.0,150000000.0
161,"$139,000,000",$,USD,139000000.0,139000000.0
162,"$145,000,000",$,USD,145000000.0,145000000.0
163,"$140,000,000",$,USD,140000000.0,140000000.0
164,"$135,000,000",$,USD,135000000.0,135000000.0
165,"$130,000,000",$,USD,130000000.0,130000000.0
166,"$140,000,000",$,USD,140000000.0,140000000.0
167,"$137,000,000",$,USD,137000000.0,137000000.0
168,"$130,000,000",$,USD,130000000.0,130000000.0
169,"$130,000,000",$,USD,130000000.0,130000000.0
170,"$137,000,000",$,USD,137000000.0,137000000.0
171,"$140,000,000",$,USD,140000000.0,140000000.0
172,"$135,000,000",$,USD,135000000.0,135000000.0
173,"$150,000,000",$,USD,150000000.0,150000000.0
174,"$120,000,000",$,USD,120000000.0,120000000.0
175,"$135,000,000",$,USD,135000000.0,135000000.0
176,"$150,000,000",$,USD,150000000.0,150000000.0
178,"$140,000,000",$,USD,140000000.0,140000000.0
179,"$135,000,000",$,USD,135000000.0,135000000.0
180,"$135,000,000",$,USD,135000000.0,135000000.0
181,"$135,000,000",$,USD,135000000.0,135000000.0
182,"$132,000,000",$,USD,132000000.0,132000000.0
183,"$110,000,000",$,USD,110000000.0,110000000.0
184,"$130,000,000",$,USD,130000000.0,130000000.0
185,"$130,000,000",$,USD,130000000.0,130000000.0
186,"$130,000,000",$,USD,130000000.0,130000000.0
187,"$120,000,000",$,USD,120000000.0,120000000.0
188,"$135,000,000",$,USD,135000000.0,135000000.0
189,"$132,000,000",$,USD,132000000.0,132000000.0
190,"$130,000,000",$,USD,130000000.0,130000000.0
191,"$130,000,000",$,USD,130000000.0,130000000.0
192,"$110,000,000",$,USD,110000000.0,110000000.0
193,"$125,000,000",$,USD,125000000.0,125000000.0
194,"$135,000,000",$,USD,135000000.0,135000000.0
195,"$130,000,000",$,USD,130000000.0,130000000.0
196,"$130,000,000",$,USD,130000000.0,130000000.0
197,"$130,000,000",$,USD,130000000.0,130000000.0
198,"$127,500,000",$,USD,127500000.0,127500000.0
200,"$127,000,000",$,USD,127000000.0,127000000.0
201,"$130,000,000",$,USD,130000000.0,130000000.0
202,"$125,000,000",$,USD,125000000.0,125000000.0
203,"$130,000,000",$,USD,130000000.0,130000000.0
205,"$140,000,000",$,USD,140000000.0,140000000.0
207,"$125,000,000",$,USD,125000000.0,125000000.0
208,"$125,000,000",$,USD,125000000.0,125000000.0
209,"$103,000,000",$,USD,103000000.0,103000000.0
210,"$110,000,000",$,USD,110000000.0,110000000.0
211,"$125,000,000",$,USD,125000000.0,125000000.0
212,"$125,000,000",$,USD,125000000.0,125000000.0
213,"$125,000,000",$,USD,125000000.0,125000000.0
214,"$65,000,000",$,USD,65000000.0,65000000.0
215,"$160,000,000",$,USD,160000000.0,160000000.0
216,"$125,000,000",$,USD,125000000.0,125000000.0
217,"$125,000,000",$,USD,125000000.0,125000000.0
218,"$123,000,000",$,USD,123000000.0,123000000.0
219,"$125,000,000",$,USD,125000000.0,125000000.0
220,"$125,000,000",$,USD,125000000.0,125000000.0
221,"$140,000,000",$,USD,140000000.0,140000000.0
222,"$130,000,000",$,USD,130000000.0,130000000.0
223,"$120,000,000",$,USD,120000000.0,120000000.0
224,"$110,000,000",$,USD,110000000.0,110000000.0
225,"$120,000,000",$,USD,120000000.0,120000000.0
226,"$120,000,000",$,USD,120000000.0,120000000.0
227,"$130,000,000",$,USD,130000000.0,130000000.0
228,"$120,000,000",$,USD,120000000.0,120000000.0
229,"$115,000,000",$,USD,115000000.0,115000000.0
230,"$105,000,000",$,USD,105000000.0,105000000.0
231,"$100,000,000",$,USD,100000000.0,100000000.0
232,"$120,000,000",$,USD,120000000.0,120000000.0
233,"$120,000,000",$,USD,120000000.0,120000000.0
234,"$117,000,000",$,USD,117000000.0,117000000.0
235,"$120,000,000",$,USD,120000000.0,120000000.0
236,"$113,000,000",$,USD,113000000.0,113000000.0
237,"$115,000,000",$,USD,115000000.0,115000000.0
238,"$115,000,000",$,USD,115000000.0,115000000.0
239,"$120,000,000",$,USD,120000000.0,120000000.0
240,"$115,000,000",$,USD,115000000.0,115000000.0
241,"$135,000,000",$,USD,135000000.0,135000000.0
242,"€78,000,000",€,EUR,78000000.0,123045000.0
243,"$115,000,000",$,USD,115000000.0,115000000.0
244,"$115,000,000",$,USD,115000000.0,115000000.0
245,"$125,000,000",$,USD,125000000.0,125000000.0
246,"$100,000,000",$,USD,100000000.0,100000000.0
247,"$116,000,000",$,USD,116000000.0,116000000.0
248,"$135,000,000",$,USD,135000000.0,135000000.0
249,"$120,000,000",$,USD,120000000.0,120000000.0
250,"$110,000,000",$,USD,110000000.0,110000000.0
251,"$110,000,000",$,USD,110000000.0,110000000.0
252,"$110,000,000",$,USD,110000000.0,110000000.0
253,"$110,000,000",$,USD,110000000.0,110000000.0
254,"$110,000,000",$,USD,110000000.0,110000000.0
255,"$110,000,000",$,USD,110000000.0,110000000.0
256,"$110,000,000",$,USD,110000000.0,110000000.0
257,"$110,000,000",$,USD,110000000.0,110000000.0
258,"$112,000,000",$,USD,112000000.0,112000000.0
259,"$120,000,000",$,USD,120000000.0,120000000.0
261,"$110,000,000",$,USD,110000000.0,110000000.0
262,"$110,000,000",$,USD,110000000.0,110000000.0
263,"$110,000,000",$,USD,110000000.0,110000000.0
264,"$110,000,000",$,USD,110000000.0,110000000.0
265,"$110,000,000",$,USD,110000000.0,110000000.0
266,"$105,000,000",$,USD,105000000.0,105000000.0
267,"$160,000,000",$,USD,160000000.0,160000000.0
268,"$110,000,000",$,USD,110000000.0,110000000.0
269,"$110,000,000",$,USD,110000000.0,110000000.0
270,"$93,000,000",$,USD,93000000.0,93000000.0
271,"$110,000,000",$,USD,110000000.0,110000000.0
272,"$107,000,000",$,USD,107000000.0,107000000.0
273,"$109,000,000",$,USD,109000000.0,109000000.0
274,"$120,000,000",$,USD,120000000.0,120000000.0
275,"$130,000,000",$,USD,130000000.0,130000000.0
276,"$133,000,000",$,USD,133000000.0,133000000.0
277,"$105,000,000",$,USD,105000000.0,105000000.0
278,"$108,000,000",$,USD,108000000.0,108000000.0
280,"$126,000,000",$,USD,126000000.0,126000000.0
281,"$90,000,000",$,USD,90000000.0,90000000.0
282,"$90,000,000",$,USD,90000000.0,90000000.0
283,"$103,000,000",$,USD,103000000.0,103000000.0
284,"$102,000,000",$,USD,102000000.0,102000000.0
285,"$100,000,000",$,USD,100000000.0,100000000.0
286,"$150,000,000",$,USD,150000000.0,150000000.0
287,"$100,000,000",$,USD,100000000.0,100000000.0
288,"$102,000,000",$,USD,102000000.0,102000000.0
289,"$100,000,000",$,USD,100000000.0,100000000.0
290,"$100,000,000",$,USD,100000000.0,100000000.0
291,"$115,000,000",$,USD,115000000.0,115000000.0
292,"$100,000,000",$,USD,100000000.0,100000000.0
293,"$100,000,000",$,USD,100000000.0,100000000.0
294,"$100,000,000",$,USD,100000000.0,100000000.0
295,"$100,000,000",$,USD,100000000.0,100000000.0
296,"$100,000,000",$,USD,100000000.0,100000000.0
297,"$100,000,000",$,USD,100000000.0,100000000.0
298,"$100,000,000",$,USD,100000000.0,100000000.0
299,"$100,000,000",$,USD,100000000.0,100000000.0
300,"$100,000,000",$,USD,100000000.0,100000000.0
301,"$100,000,000",$,USD,100000000.0,100000000.0
302,"$100,000,000",$,USD,100000000.0,100000000.0
303,"$150,000,000",$,USD,150000000.0,150000000.0
304,"$100,000,000",$,USD,100000000.0,100000000.0
305,"$100,000,000",$,USD,100000000.0,100000000.0
306,"$100,000,000",$,USD,100000000.0,100000000.0
307,"$100,000,000",$,USD,100000000.0,100000000.0
308,"$100,000,000",$,USD,100000000.0,100000000.0
309,"$100,000,000",$,USD,100000000.0,100000000.0
310,"$105,000,000",$,USD,105000000.0,105000000.0
311,"$102,000,000",$,USD,102000000.0,102000000.0
312,"$80,000,000",$,USD,80000000.0,80000000.0
313,"$100,000,000",$,USD,100000000.0,100000000.0
314,"$100,000,000",$,USD,100000000.0,100000000.0
315,"$140,000,000",$,USD,140000000.0,140000000.0
316,"$100,000,000",$,USD,100000000.0,100000000.0
317,"$90,000,000",$,USD,90000000.0,90000000.0
318,"$105,000,000",$,USD,105000000.0,105000000.0
319,"$84,000,000",$,USD,84000000.0,84000000.0
320,"$100,000,000",$,USD,100000000.0,100000000.0
321,"$100,000,000",$,USD,100000000.0,100000000.0
322,"$100,000,000",$,USD,100000000.0,100000000.0
323,"$99,000,000",$,USD,99000000.0,99000000.0
324,"$10,000,000",$,USD,10000000.0,10000000.0
325,"$98,000,000",$,USD,98000000.0,98000000.0
326,"$100,000,000",$,USD,100000000.0,100000000.0
327,"$94,000,000",$,USD,94000000.0,94000000.0
328,"$100,000,000",$,USD,100000000.0,100000000.0
329,"$90,000,000",$,USD,90000000.0,90000000.0
330,"$92,000,000",$,USD,92000000.0,92000000.0
331,"$95,000,000",$,USD,95000000.0,95000000.0
332,"$93,000,000",$,USD,93000000.0,93000000.0
333,"$100,000,000",$,USD,100000000.0,100000000.0
334,"$95,000,000",$,USD,95000000.0,95000000.0
335,"$95,000,000",$,USD,95000000.0,95000000.0
336,"$95,000,000",$,USD,95000000.0,95000000.0
337,"$65,000,000",$,USD,65000000.0,65000000.0
338,"$94,000,000",$,USD,94000000.0,94000000.0
339,"$94,000,000",$,USD,94000000.0,94000000.0
340,"$94,000,000",$,USD,94000000.0,94000000.0
341,"$95,000,000",$,USD,95000000.0,95000000.0
342,"$115,000,000",$,USD,115000000.0,115000000.0
343,"$100,000,000",$,USD,100000000.0,100000000.0
344,"$93,000,000",$,USD,93000000.0,93000000.0
345,"$93,000,000",$,USD,93000000.0,93000000.0
346,"$90,000,000",$,USD,90000000.0,90000000.0
347,"$92,000,000",$,USD,92000000.0,92000000.0
348,"$107,000,000",$,USD,107000000.0,107000000.0
349,"$92,000,000",$,USD,92000000.0,92000000.0
350,"$98,000,000",$,USD,98000000.0,98000000.0
351,"$95,000,000",$,USD,95000000.0,95000000.0
352,"$90,000,000",$,USD,90000000.0,90000000.0
353,"$90,000,000",$,USD,90000000.0,90000000.0
354,"$100,000,000",$,USD,100000000.0,100000000.0
355,"$90,000,000",$,USD,90000000.0,90000000.0
356,"$100,000,000",$,USD,100000000.0,100000000.0
357,"$100,000,000",$,USD,100000000.0,100000000.0
358,"$90,000,000",$,USD,90000000.0,90000000.0
359,"$90,000,000",$,USD,90000000.0,90000000.0
360,"$93,000,000",$,USD,93000000.0,93000000.0
361,"$90,000,000",$,USD,90000000.0,90000000.0
362,"$90,000,000",$,USD,90000000.0,90000000.0
363,"$92,000,000",$,USD,92000000.0,92000000.0
364,"$90,000,000",$,USD,90000000.0,90000000.0
365,"$90,000,000",$,USD,90000000.0,90000000.0
366,"$90,000,000",$,USD,90000000.0,90000000.0
367,"$100,000,000",$,USD,100000000.0,100000000.0
368,"$120,000,000",$,USD,120000000.0,120000000.0
369,"$90,000,000",$,USD,90000000.0,90000000.0
370,"$75,000,000",$,USD,75000000.0,75000000.0
371,"$90,000,000",$,USD,90000000.0,90000000.0
372,"$88,000,000",$,USD,88000000.0,88000000.0
373,"$100,000,000",$,USD,100000000.0,100000000.0
374,"$90,000,000",$,USD,90000000.0,90000000.0
375,"$90,000,000",$,USD,90000000.0,90000000.0
376,"$95,000,000",$,USD,95000000.0,95000000.0
377,"$80,000,000",$,USD,80000000.0,80000000.0
378,"$90,000,000",$,USD,90000000.0,90000000.0
379,"$95,000,000",$,USD,95000000.0,95000000.0
380,"$90,000,000",$,USD,90000000.0,90000000.0
381,"$68,000,000",$,USD,68000000.0,68000000.0
382,"$115,000,000",$,USD,115000000.0,115000000.0
383,"$100,000,000",$,USD,100000000.0,100000000.0
384,"$90,000,000",$,USD,90000000.0,90000000.0
385,"$100,000,000",$,USD,100000000.0,100000000.0
386,"$90,000,000",$,USD,90000000.0,90000000.0
387,"$90,000,000",$,USD,90000000.0,90000000.0
388,"$100,000,000",$,USD,100000000.0,100000000.0
389,"$120,000,000",$,USD,120000000.0,120000000.0
390,"$20,000,000",$,USD,20000000.0,20000000.0
391,"$88,000,000",$,USD,88000000.0,88000000.0
392,"$90,000,000",$,USD,90000000.0,90000000.0
393,"$87,000,000",$,USD,87000000.0,87000000.0
394,"$92,000,000",$,USD,92000000.0,92000000.0
395,"$38,000,000",$,USD,38000000.0,38000000.0
396,"$90,000,000",$,USD,90000000.0,90000000.0
397,"$100,000,000",$,USD,100000000.0,100000000.0
398,"$75,000,000",$,USD,75000000.0,75000000.0
399,"$85,000,000",$,USD,85000000.0,85000000.0
400,"$85,000,000",$,USD,85000000.0,85000000.0
401,"$75,000,000",$,USD,75000000.0,75000000.0
402,"$85,000,000",$,USD,85000000.0,85000000.0
403,"$85,000,000",$,USD,85000000.0,85000000.0
405,"$85,000,000",$,USD,85000000.0,85000000.0
406,"$85,000,000",$,USD,85000000.0,85000000.0
407,"$75,000,000",$,USD,75000000.0,75000000.0
408,"$85,000,000",$,USD,85000000.0,85000000.0
409,"$90,000,000",$,USD,90000000.0,90000000.0
410,"$85,000,000",$,USD,85000000.0,85000000.0
411,"$85,000,000",$,USD,85000000.0,85000000.0
412,"$85,000,000",$,USD,85000000.0,85000000.0
413,"$85,000,000",$,USD,85000000.0,85000000.0
414,"$68,000,000",$,USD,68000000.0,68000000.0
415,"$85,000,000",$,USD,85000000.0,85000000.0
416,"$85,000,000",$,USD,85000000.0,85000000.0
417,"$85,000,000",$,USD,85000000.0,85000000.0
418,"$85,000,000",$,USD,85000000.0,85000000.0
419,"$100,000,000",$,USD,100000000.0,100000000.0
420,"$90,000,000",$,USD,90000000.0,90000000.0
421,"$85,000,000",$,USD,85000000.0,85000000.0
423,"$85,000,000",$,USD,85000000.0,85000000.0
424,"$60,000,000",$,USD,60000000.0,60000000.0
425,"$60,000,000",$,USD,60000000.0,60000000.0
426,"$84,000,000",$,USD,84000000.0,84000000.0
427,"$84,000,000",$,USD,84000000.0,84000000.0
428,"$50,000,000",$,USD,50000000.0,50000000.0
429,"$82,500,000",$,USD,82500000.0,82500000.0
430,"$8,000,000",$,USD,8000000.0,8000000.0
431,"$85,000,000",$,USD,85000000.0,85000000.0
432,"$85,000,000",$,USD,85000000.0,85000000.0
433,"$85,000,000",$,USD,85000000.0,85000000.0
434,"$65,000,000",$,USD,65000000.0,65000000.0
435,"$82,000,000",$,USD,82000000.0,82000000.0
436,"$81,000,000",$,USD,81000000.0,81000000.0
437,"$80,000,000",$,USD,80000000.0,80000000.0
438,"$80,000,000",$,USD,80000000.0,80000000.0
439,"$78,000,000",$,USD,78000000.0,78000000.0
440,"$80,000,000",$,USD,80000000.0,80000000.0
441,"$80,000,000",$,USD,80000000.0,80000000.0
442,"$80,000,000",$,USD,80000000.0,80000000.0
443,"$80,000,000",$,USD,80000000.0,80000000.0
444,"$85,000,000",$,USD,85000000.0,85000000.0
445,"$75,000,000",$,USD,75000000.0,75000000.0
446,"$84,000,000",$,USD,84000000.0,84000000.0
447,"$82,000,000",$,USD,82000000.0,82000000.0
448,"$75,000,000",$,USD,75000000.0,75000000.0
449,"$80,000,000",$,USD,80000000.0,80000000.0
450,"$80,000,000",$,USD,80000000.0,80000000.0
451,"$80,000,000",$,USD,80000000.0,80000000.0
452,"$80,000,000",$,USD,80000000.0,80000000.0
453,"$80,000,000",$,USD,80000000.0,80000000.0
454,"$75,000,000",$,USD,75000000.0,75000000.0
455,"$80,000,000",$,USD,80000000.0,80000000.0
456,"$80,000,000",$,USD,80000000.0,80000000.0
457,"$80,000,000",$,USD,80000000.0,80000000.0
458,"$80,000,000",$,USD,80000000.0,80000000.0
460,"$75,000,000",$,USD,75000000.0,75000000.0
461,"$80,000,000",$,USD,80000000.0,80000000.0
462,"$79,000,000",$,USD,79000000.0,79000000.0
463,"$80,000,000",$,USD,80000000.0,80000000.0
464,"$80,000,000",$,USD,80000000.0,80000000.0
465,"$80,000,000",$,USD,80000000.0,80000000.0
466,"$80,000,000",$,USD,80000000.0,80000000.0
467,"$80,000,000",$,USD,80000000.0,80000000.0
468,"$80,000,000",$,USD,80000000.0,80000000.0
469,"$75,000,000",$,USD,75000000.0,75000000.0
470,"$68,000,000",$,USD,68000000.0,68000000.0
471,"$70,000,000",$,USD,70000000.0,70000000.0
472,"$80,000,000",$,USD,80000000.0,80000000.0
473,"$80,000,000",$,USD,80000000.0,80000000.0
474,"$80,000,000",$,USD,80000000.0,80000000.0
475,"$80,000,000",$,USD,80000000.0,80000000.0
476,"$80,000,000",$,USD,80000000.0,80000000.0
478,"$80,000,000",$,USD,80000000.0,80000000.0
480,"$80,000,000",$,USD,80000000.0,80000000.0
481,"$80,000,000",$,USD,80000000.0,80000000.0
482,"$90,000,000",$,USD,90000000.0,90000000.0
483,"$102,000,000",$,USD,102000000.0,102000000.0
484,"$75,000,000",$,USD,75000000.0,75000000.0
485,"$85,000,000",$,USD,85000000.0,85000000.0
486,"$85,000,000",$,USD,85000000.0,85000000.0
487,"$88,000,000",$,USD,88000000.0,88000000.0
488,"$70,000,000",$,USD,70000000.0,70000000.0
491,"$80,000,000",$,USD,80000000.0,80000000.0
492,"$80,000,000",$,USD,80000000.0,80000000.0
493,"$80,000,000",$,USD,80000000.0,80000000.0
494,"$80,000,000",$,USD,80000000.0,80000000.0
495,"$73,000,000",$,USD,73000000.0,73000000.0
496,"$80,000,000",$,USD,80000000.0,80000000.0
497,"$80,000,000",$,USD,80000000.0,80000000.0
498,"$80,000,000",$,USD,80000000.0,80000000.0
499,"$80,000,000",$,USD,80000000.0,80000000.0
500,"$90,000,000",$,USD,90000000.0,90000000.0
501,"$90,000,000",$,USD,90000000.0,90000000.0
502,"$80,000,000",$,USD,80000000.0,80000000.0
503,"$86,000,000",$,USD,86000000.0,86000000.0
504,"$80,000,000",$,USD,80000000.0,80000000.0
505,"$80,000,000",$,USD,80000000.0,80000000.0
506,"$100,000,000",$,USD,100000000.0,100000000.0
507,"$8,000,000",$,USD,8000000.0,8000000.0
508,"$58,000,000",$,USD,58000000.0,58000000.0
509,"$45,000,000",$,USD,45000000.0,45000000.0
510,"$79,000,000",$,USD,79000000.0,79000000.0
511,"$78,000,000",$,USD,78000000.0,78000000.0
512,"$78,000,000",$,USD,78000000.0,78000000.0
513,"$100,000,000",$,USD,100000000.0,100000000.0
514,"$79,000,000",$,USD,79000000.0,79000000.0
515,"$76,000,000",$,USD,76000000.0,76000000.0
516,"$81,200,000",$,USD,81200000.0,81200000.0
517,"$80,000,000",$,USD,80000000.0,80000000.0
518,"$76,000,000",$,USD,76000000.0,76000000.0
519,"$75,000,000",$,USD,75000000.0,75000000.0
520,"$78,000,000",$,USD,78000000.0,78000000.0
521,"$76,000,000",$,USD,76000000.0,76000000.0
522,"$75,000,000",$,USD,75000000.0,75000000.0
523,"$73,000,000",$,USD,73000000.0,73000000.0
524,"$75,000,000",$,USD,75000000.0,75000000.0
525,"$76,000,000",$,USD,76000000.0,76000000.0
526,"$75,000,000",$,USD,75000000.0,75000000.0
527,"$75,000,000",$,USD,75000000.0,75000000.0
528,"$75,000,000",$,USD,75000000.0,75000000.0
529,"$80,000,000",$,USD,80000000.0,80000000.0
530,"$75,000,000",$,USD,75000000.0,75000000.0
